url,title,text,topic,tags,date
https://lenta.ru/news/2018/12/02/molodez/,Буша-старшего похвалили за освобождение советских евреев,"Премьер-министр Израиля Биньямин Нетаньяху выразил соболезнования в связи с кончиной бывшего президента США Джорджа Буша-старшего. Заявление политика опубликовано в его Twitter. «Народ Израиля всегда будет помнить о его приверженность безопасности Израиля, его важный вклад в освобождение советских евреев и его усилия по содействию миру на Ближнем Востоке», — написал Нетаньяху. Ранее выяснилось, что последними словами умирающего Буша стало его признание сыну в любви. Джордж Буш-старший был президентом Соединенных Штатов Америки с 1989 по 1993 год. Международная политика, проводимая Бушем, отмечена военными операциями, проведенными в Панаме, на Филиппинах и в Персидском заливе, падением Берлинской стены в 1989 году и распадом СССР два года спустя. В первый год правления Буша из СССР началась массовая репатриация евреев в Израиль. За последующие два года более 300 тысяч человек получили израильское гражданство. Буш-старший умер 30 ноября в возрасте 94 лет. Его здоровье ухудшилось после смерти жены Барбары Буш, скончавшейся 18 апреля в возрасте 92 лет. ",Мир,Политика,2018/12/02
https://lenta.ru/news/2017/07/10/glavred_republic/,Главред Republic покинет издание,"Главный редактор издания Republic Ирина Малкова заявила, что оставляет свой пост, сообщает «Русская служба Би-би-си». По ее словам, она уходит с должности главного редактора, чтобы заняться собственным проектом. Малкова будет занимать кресло главреда до конца июля. Она также уточнила, что предупредила коллектив издания о предстоящих изменениях. На место Малковой придет Максим Кашулинский, который на данный момент является издателем Republic и ранее уже возглавлял редакцию этого издания. Источники  «Русской службы Би-би-си» также сообщили, что вместе с Малковой издание покинут ее заместители Павел Миледин и Петр Мироненко. Сами они пока не прокомментировали эту информацию. Малкова пришла на пост главного редактора в августе 2016 года, когда издание называлось Slon Magazine. Как и заместители Миледин и Мироненко, ранее она работала в РБК.",Интернет и СМИ,Пресса,2017/07/10
https://lenta.ru/news/2009/11/11/singleton/,"Список завидных женихов возглавил 79-летний владелец ""Формулы-1""","Рейтинг лучших женихов и невест по версии британского Tatler возглавил 79-летний владелец ""Формулы-1"" Берни Экклстоун. Об этом пишет 11 ноября The Daily Telegraph. Полная версия рейтинга будет опубликована в декабрьском номере Tatler. В марте этого года Берни Экклстоун развелся с бывшей моделью Славикой Радич, на которой был женат 25 лет. Издание уточняет, что Славика была на 29 сантиметров выше и на 28 лет моложе своего супруга. У пары родилось двое детей: в 1984 и 1988 году. В прессе сообщалось, что решение о разводе приняла Славика Радич. По версии The Daily Telegraph, состояние Берни Экклстоуна составляет 2,4 миллиарда фунтов стерлингов (4 миллиарда долларов США). По другим данным, его состояние значительно скромнее. Так, The Sunday Times оценил его в 1,466 миллиарда фунтов (2,4 миллиарда долларов). Экклстоун входит в список из 30 самых богатых людей Великобритании и является владельцем дорогостоящей недвижимости в разных странах. Сообщается также, что в список Tatler попали актриса Эмма Уотсон, модель Лили Коул, принц Гарри и еще несколько членов королевской семьи, а также дочь Мика Джаггера Джорджия Мэй Джаггер.",Из жизни,Все,2009/11/11
https://lenta.ru/news/2002/10/29/vl/,Предпринимателя из Владивостока попытались взорвать в лифте,"Во Владивостоке совершено покушение на директора предприятия ""Примгосавтонадзор"" Юрия Сафонова. Как сообщили РИА ""Новости"" в понедельник в пресс-службе УВД Приморского края, инцидент произошел около вечером в понедельник в доме, где живет предприниматель. Он поднимался в лифте на свой этаж, когда было приведено вдействие взрывное устройство. Юрий Сафонов был госпитализирован в больницу с травмой грудной клетки и ушибом головного мозга. По данному факту возбуждено уголовное дело по статье 105 УК РФ - ""покушение на убийство"", ведется следствие.",Россия,Все,2002/10/29
https://lenta.ru/news/2002/10/01/trial/,Суд над Муссауи перенесен на июнь 2003 года,"Суд над Закариасом Муссауи, обвиняемым по делу о терактах в сентябре 2001 года в США, перенесен на январь 2003 года, сообщает AP. Cудья Леони Бринкема (Leonie Brinkema), ведущая дело, в понедельник удовлетворила прошение защиты о переносе суда с января на июнь 2003. По словам судьи, адвокатам Муссауи требуется дополнительное время для подготовки к судебному процессу. Дата суда переносится уже второй раз, процесс должен был начаться в 30 сентября. Гражданин Франции (марокканского происхождения) Закариас Муссауи - единственный человек, обвиненный в помощи 19 участникам терактов 11 сентября. Муссауи свою вину отрицает.",Россия,Все,2002/10/01
https://lenta.ru/news/2015/04/16/argentina/,Аргентина национализировала железные дороги,"Сенат Конгресса Аргентины в среду, 15 апреля одобрил проект правительства администрации Кристины Фернандес де Киршнер о национализации железных дорог в стране, передает EFE. Проект, который был представлен президентом 1 марта, получил почти единогласное одобрение сенаторов. Согласно закону, на базе железнодорожной сети создается государственная компания «Железнодорожный транспорт Аргентины». Мера была поддержана как проправительственными силами, так и оппозицией. Против высказались только два сенатора. Принятие закона является частью политики, которая началась с национализации линии Сармьенто, идущей к западу от провинции Буэнос-Айрес. В феврале 2012 года там произошла серьезная авария, в результате которой погибли 50 человек.",Мир,Политика,2015/04/16
https://lenta.ru/news/2007/07/25/gift/,Таджикистан получил от России четыре подержанных самолета,"Министерство обороны РФ передало Таджикистану четыре учебно-боевых самолета L-39 Albatross, сообщает ИА REGNUM. Церемония передачи состоялась в аэропорту Душанбе. По словам Олега Латипова, который возглавляет управление международного сотрудничества Министерства обороны РФ, самолеты, произведенные в Чехии, прошли капитальный ремонт и могут проработать еще десять лет. Стоимость одной машины, по оценкам специалистов, составляет около миллиона долларов. Как заявил начальник Генштаба вооруженных сил Таджикистана Рамиль Надиров, эта техника будет применяться, в частности, для обучения курсантов авиационного факультета при военном институте республики. Кроме того, по словам Олега Латипова, при необходимости самолеты могут быть использованы и в боевых целях. В Таджикистане находится российская военная база, однако Москва не платит за аренду, а периодически оказывает республике помощь военной техникой. Так, в ноябре 2006 года таджикские военнослужащие получили от России четыре вертолета: два боевых Ми-24 и два транспортно-боевых Ми-8.",Бывший СССР,Все,2007/07/25
https://lenta.ru/news/2015/09/07/parnas/,ПАРНАС подал вторую жалобу в Верховный суд за отказ в регистрации ,"Представители партии ПАРНАС в понедельник, 7 сентября, подали жалобу в Верховный суд России на решение Магаданского областного суда, который поддержал региональный избирком в отказе зарегистрировать выдвиженцев от партии на выборах в Магаданскую областную думу, сообщает «Интерфакс». Отказ избирательной комиссии Магаданской области был обоснован тем, что часть подписей в поддержку партии недействительна. Помимо этого, по сведениям избиркома, имел место подкуп. 7 сентября Верховный суд также должен рассмотреть жалобу ПАРНАС на аналогичный недопуск до выборов в Новосибирской области. 24 июля избирательная комиссия Новосибирской области отказалась зарегистрировать партию на выборах в региональный парламент. Как сообщил зампредседателя ПАРНАС Илья Яшин, в избиркоме сослались на паспортные данные в подписных листах, не соответствующие действительности. Представители ПАРНАС объявили голодовку и отказались уходить из здания облизбиркома. Полиция задержала протестующих. ЦИК России поддержал отказ Новосибирского облизбиркома. Отказ Костромской областной избирательной комиссии также был обжалован в ЦИК. На этот раз жалоба была удовлетворена, а решение облизбиркома отменено. Под брендом ПАРНАС выдвигаются кандидаты от объединенной «Демократической коалиции», в которую входят ПАРНАС и «Демвыбор» (зарегистрированные политические объединения), а также неофициальные «Партия 5 декабря», «Либертарианская партия» и «Партия прогресса».",Россия,Политика,2015/09/07
https://lenta.ru/news/2017/04/20/mskcenterflats/,Названа стоимость самой дешевой квартиры в центре Москвы,"В Центральном округе столицы квартиры или апартаменты по цене до шести миллионов рублей можно найти в четырех строящихся комплексах. Самое недорогое предложение нового жилья в центре обойдется покупателям в 4,9 миллиона рублей — этой суммы хватит, чтобы приобрести студию в одной из новостроек в Пресненском районе, свидетельствуют материалы компании «МИЭЛЬ-Новостройки», поступившие в «Дом» в четверг, 20 апреля. Общая площадь студии — менее 24 квадратных метров. Апартаменты стоимостью до 5,2 миллиона рублей предлагаются еще в двух реализуемых на территории центра Москвы проектах. В одном за 5,9 миллиона рублей можно купить полноценную квартиру площадью 29,5 квадратного метра. Как отмечают аналитики, все комплексы с невысокой стоимостью лотов расположены за пределами Садового кольца. Самая дорогая новая квартира в Центральном округе, по данным «МИЭЛЬ», стоит 1,98 миллиарда рублей. Ее площадь превышает 890 квадратных метров. Ранее эксперты Blackwood оценили самую дорогостоящую квартиру Москвы в 4,19 миллиарда рублей: по такой цене продается отдельно стоящее трехэтажное здание площадью более 3,7 тысячи квадратных метров в Кривоарбатском переулке. Особняк реализуется как единая квартира с соответствующим статусом.",Дом,Квартира,2017/04/20
https://lenta.ru/news/2013/03/18/kill/,Узбекских пограничников обвинили в убийстве афганских полицейских    ,"Узбекские пограничники застрелили трех афганских полицейских в провинции Балх на севере Афганистана. Об этом сообщает Афганистан.Ру со ссылкой на командующего погранвойсками республики, генерала Мохаммада Джан Мамозая (Mohammad Jan Mamozai). Инцидент произошел в ночь на воскресенье, 17 марта. По информации генерала, семеро полицейских зашли в лесной массив на реке Амударья, расположенный на территории Афганистана. Узбекские пограничники по неизвестным причинам открыли по ним стрельбу. Мамозай подчеркнул, что стражи порядка не нарушали границу соседнего государства. Его слова подтвердил старейшина уезда Калдар (где якобы произошел инцидент) Хаджи Шарифуддин. Протяженность узбекско-афганской границы, которая проходит вдоль реки Амударья, составляет 137 километров. По данным узбекской стороны, с начала этого года афганцы нарушили ее 22 раза, за подобные нарушения были задержаны 106 человек. Один из последних инцидентов на границе произошел 14 марта. По информации узбекской стороны, около 30 граждан Афганистана незаконно вторглись на территорию республики и напали на пограничный отряд на острове «Арал-Пайгамбар», принадлежащем Узбекистану.  В перестрелке четверо нарушителей были ранены, еще трое — убиты. Как утверждалось в заявлении узбекских властей, тела погибших пытались передать афганским пограничникам, однако те отказались их принять.",Бывший СССР,,2013/03/18
https://lenta.ru/news/2019/08/18/tomorrow/,Кличко прокомментировал ставшую мемом фразу о завтрашнем дне,"Мэр Киева и бывший чемпион мира по боксу в тяжелом весе Виталий Кличко в эфире программы «Рандеву с Яниной Соколовой» рассказал о своем отношении к фразе о завтрашнем дне, которая стала интернет-мемом. Запись программы доступна на YouTube. Отвечая на шуточный вопрос телезрителя о том, «как посмотреть в завтрашний день, когда ты не все», Кличко заявил, что в восторге от собственного высказывания. «Мне так нравится эта фраза: ""Не каждый человек может заглянуть в завтрашний день"". У всех большая улыбка. Я могу посмотреть в завтрашний день и делаю все возможное, чтобы туда заглянуть», — сказал он.  Ставшую знаменитой фразу об умении смотреть в завтрашний день Виталий Кличко произнес в 2013 году в эфире программы «Шустер Live» на телеканале «Интер». Тогда политик сказал: «А сегодня в завтрашний день не все могут смотреть. Вернее, смотреть могут не только лишь все, мало кто может это делать». Это не первое высказывание Кличко, которое стало объектом насмешек в интернете. К примеру, в эфире программы «Познер» политик заявил, что «если человек одел форму СС, то есть, он окрасил себя в те цвета, в которые он окрасил себя». Также киевский градоначальник, рассказывая о коммунальных проблемах столицы, призывал горожан готовиться к «земле». Кроме того, по СМИ разошелся странный ответ Кличко на вопрос, где находится его жена. Сперва мэр украинской столицы сказал, что супруга находится везде, потом уточнил, что «в Киеве, но улетела в Германию», а затем признался, что его жена «всегда находится там же, где и он».",,Украина,2019/08/18
https://lenta.ru/news/2011/05/04/wallstreet/,The Wall Street Journal признана самой популярной газетой в США,"Газета The Wall Street Journal признана изданием номер один в США по объему тиражей. Об этом сообщает агентство Global Newswire со ссылкой на данные бюро аудита тиража Audit Bureau of Circulation (ABC). Данные ABC показывают, сколько копий газеты было продано в среднем за день в течение выбранного отчетного периода. По среднему тиражу The Wall Street Journal лидирует среди ежедневных американских изданий с показателем в 2,117 миллиона экземпляров на март 2011 года. По сравнению с мартом прошлого года (2,092 миллиона экземпляров) тираж газеты вырос на 1,2 процента. В 2009 году The Wall Street Journal лидировала в рейтинге с показателем в 2,02 миллиона экземпляров. Существенно увеличилось за год количество подписчиков на электронную версию, составив 504 тысячи человек против прошлогодних 414 тысяч. Причиной для роста аудитории послужили перемены в издании - добавление новых разделов (""Обзор"" и ""Вне работы"") в  WSJ Weekend, запуск версий The Wall Street Journal для планшетных компьютеров, освещение рынков на WSJ.com, и приложение WSJ House для iPad. Второе место занимает газета USA Today с тиражом 1,82 миллиона экземпляров, пишет газета The New York Times со ссылкой на отчет ABC. На третьем месте ежедневная версия самой The New York Times с тиражом в 916 тысяч.",Интернет и СМИ,Все,2011/05/04
https://lenta.ru/news/2008/08/12/stock/,Объявление о завершении операции против Грузии резко подняло РТС и ММВБ,"К 13:00 по московскому времени российские фондовые индексы значительно выросли, причем резкий рывок вверх был зафиксирован в последние 15 минут торгов, то есть сразу после того, как президент России Дмитрий Медведев объявил о том, что Россия заканчивает операцию по принуждению грузинских властей к миру. К середине торговой сессии 12 августа индекс РТС поднялся уже на 2,56 процента до 1787,65 пункта, а ММВБ - на 1,76 процента до 1437,16 пункта. Таким образом, российские фондовые показатели сумели почти полностью восстановиться после рекордного падения, продемонстрированного 8 августа. На торгах 11 августа РТС и ММВБ сначала упали, но потом сумели переломить тенденцию и закрылись в плюсе. Сдерживающим фактором на российских рынках по-прежнему считается падение цен на нефть и другое сырье. Из-за этого не так сильно, как могли бы, растут ценные бумаги ""Роснефти"", ""Лукойла"", ""Газпрома"" и других ""голубых фишек"". Едва ли не хуже всех пока выглядят акции ""Норильского никеля"", подешевевшие на РТС более чем на два процента.",Экономика,Все,2008/08/12
https://lenta.ru/news/2016/07/21/doberman/,Под Калининградом четырехлетний мальчик погиб от укусов добермана,"В Калининградской области в результате укусов собаки погиб четырехлетний ребенок, сообщается на сайте следственного управления Следственного комитета России по региону. По предварительным данным, днем в среду, 20 июля, мальчик находился на придомовой огороженной территории индивидуального жилого дома по улице Орловской в Советске, где проживает его семья. Там же в это время находился доберман, принадлежащий хозяевам дома. По имеющейся информации, женщина вышла из дома во двор, где, увидев, что на сына набросилась собака, оттащила ее и вызвала скорую помощь. Прибывшие медики экстренно доставили пострадавшего в больницу с множественными ранениями, однако он скончался. Сотрудники СКР начали доследственную проверку для решения вопроса о необходимости возбуждении уголовного дела. 7 апреля в Астрахани пес вырыл подкоп под забором, выбежал на улицу и набросился на девочку. От полученных телесных повреждений ребенок скончался до приезда бригады скорой медицинской помощи. В тот же день собаку усыпили, а хозяин был задержан и впоследствии оштрафован.",Россия,Происшествия,2016/07/21
https://lenta.ru/news/2008/03/27/trc/,Москва выполнила план 2020 года по открытию крупных ТЦ,"Количество площадей крупных торговых центров в Москве достигло показателей, запланированных на 2020 год. С таким заявлением выступил на открытии  специализированной выставки-ярмарки ""Недвижимость-2008"" первый заместитель мэра в правительстве Москвы Юрий Росляк, сообщает ""Интерфакс"".По его словам, торговые комплексы в Москве строятся очень активно, так как это наиболее прибыльный сектор рынка коммерческой недвижимости. Росляк отметил, что сегодня перед правительством стоит задача немного трансформировать этот сектор, переведя его из крупных торговых центров в систему магазинов шаговой доступности в расчете на население районов массового проживания.По словам Росляка, сегодня существует возможность строительства небольших торговых центров. ""Хотя мы не сторонники предоставления права строительства, при котором мы будем попадать в условия так называемой точечной застройки. Таким образом, нужно использовать нежилой фонд в районах массового проживания для создания в нем магазинов"", - отметил Ю.Росляк.Заместитель мэра напомнил, что специальная программа создания в Москве магазинов и культурно-бытовых объектов действует уже три года.",Дом,Все,2008/03/27
https://lenta.ru/news/2014/07/27/fateeva/,Актриса Наталья Фатеева попала в реанимацию,"Народная артистка РСФСР Наталья Фатеева госпитализирована в московскую клинику. Об этом сообщает LifeNews. 79-летнюю актрису доставили в больницу 25 июля с серьезной травмой тазобедренного сустава, которую она получила во время падения. После осмотра врачи определили Фатееву в реанимацию. Осенью 2013 года Фатеева перенесла операцию на тазобедренном суставе. Врачи установили ей специальную пластину. Реабилитация актрисы заняла несколько месяцев. В разные годы Фатеева состояла с партиях «Демократический выбор России», СПС, движении «Солидарность». В марте 2014 года актриса подписала письмо деятелей культуры, осуждающих политику президента России Владимира Путина по отношению к Украине. Дебют Натальи Фатеевой на экране состоялся в 1956 году, когда она сыграла в картине «Есть такой парень». Позднее она играла в картинах «Три плюс два», «Здравствуй, это я», «Место встречи изменить нельзя», «Москва — Кассиопея», «Из жизни начальника уголовного розыска».",Культура,Кино,2014/07/27
https://lenta.ru/news/2019/07/26/level/,Уровень доверия Путину вырос,"Уровень одобрения деятельности российского президента составил 65,2 процента. Об это говорится в исследовании Всероссийского центра изучения общественного мнения (ВЦИОМ), опубликованном на сайте организации в пятницу, 26 июля. Социологи зафиксировали положительную динамику оценки работы премьер-министра и правительства — 38,3 процента и 41,8 процента соответственно. На прямой вопрос о доверии Владимиру Путину положительно ответили 73 процента респондентов, премьеру Дмитрию Медведеву доверяют 38,1 процента россиян. В спонтанном рейтинге доверия российским политикам показатель главы государства составил 31 процент. В июне прошлого года пресс-секретарь российского лидера Дмитрий Песков, комментируя снижение рейтера правительства и главы государства, отметил прагматичное отношение Путина к подобным показателям. Представитель Кремля подчеркнул, что первостепенная забота президента — благополучие граждан.",,Политика,2019/07/26
https://lenta.ru/news/2016/09/20/minprom_chip/,Минпромторг предложил маркировать обувь электронным способом,"Минпромторг России выступил с предложением ввести в странах ЕАС электронную маркировку обуви по аналогии с меховыми изделиями. Об этом сообщили в пресс-службе ведомства. Предполагается, что нововведение коснется обуви высокой ценовой категории из меха и натуральной кожи. Данная мера призвана сократить количество контрафакта на рынке. В августе сообщалось о том, что все государства-члены Евразийского экономического союза (ЕАЭС) ратифицировали соглашение о маркировке изделий из меха. Соглашение вступило в силу с 12 августа 2016 года. С этого дня также начали применяться санкции за производство, продажу, хранение, транспортировку и приобретение с целью сбыта изделий из натурального меха без маркировки контрольными знаками или с нарушением порядка такой маркировки. В России маркировка стартовала, как и планировалось, 1 апреля, но в добровольном порядке. По состоянию на 20 августа более 800 российских производителей, импортеров и магазинов подключились к системе добровольного чипирования меховых изделий. Страны Евразийского экономического союза договорились о внедрении специальных чипов для маркировки товаров легкой промышленности в сентябре 2015 года. Чипирование шуб необходимо для борьбы с контрафактными меховыми изделиями, доля которых, по оценке экспертов, на рынке стран ЕАЭС составляет 70-85 процентов.",Легпром,Госрегулирование,2016/09/20
https://lenta.ru/news/2015/04/10/shakespeare/,Ученые доказали принадлежность пьесы «Двойной обман» перу Шекспира,"Пьеса «Двойной обман, или Бедствующие любовники» (Double Falsehood, or The Distrest Lovers), ранее считавшаяся фальшивкой, принадлежит перу Уильяма Шекспира. К такому выводу пришли ученые из Ассоциации научной психологии, проанализировав тексты драматурга. Результаты были опубликованы в журнале ассоциации Psychological Science, пишет Science Daily. Программа, специально разработанная для анализа литературных текстов, проанализировала произведения всех, кто может быть причастен к созданию «Двойного обмана»: 33 текста, написанных Шекспиром, 12 пьес Льюиса Теобальда, нашедшего и издавшего пьесу через сто лет после смерти Шекспира, и девять — Джона Флетчера, драматурга работавшего вместе с Шекспиром. Программа заключила, что автором пьесы «Двойной обман, или Бедствующие любовники» действительно является Шекспир. Такие выводы были сделаны на основании анализа использования определенных частей речи, буквосочетаний, эмоционально окрашенных и редких слов. Ученые подчеркивают, что полностью доверяют результатам своей работы. Пьесу впервые опубликовали и поставили в 1727 году. Сначала были получены восторженные рецензии, однако вскоре ее объявили фальшивкой и исключили из шекспировского канона — собрания пьес, поэм и сонетов, в отношении которых на сегодня авторство Шекспира установлено безоговорочно. Театральный импресарио Теобальд, который обнаружил рукопись, утверждал, что это произведение является компиляцией трех авторских версий утерянной пьесы Шекспира «Карденио», но к его доводам тогда никто не прислушался. Поскольку рукописи были утеряны, с тех пор исследователи спорили, кто на самом деле является автором пьесы: Шекспир, сам Теобальд или Флетчер. Авторству Шекспира на данный момент приписывают 38 пьес, 154 сонета, четыре поэмы и три эпитафии.",Культура,Театр,2015/04/10
https://lenta.ru/world/2005/01/03/help/,Индонезия согласилась принять срочную помощь от МЧС России,"РИА ""Новости""",Мир,Все,2005/01/03
https://lenta.ru/news/2015/05/28/palmyra_still_intact/,«Исламское государство» опубликовало фотографии с нетронутыми руинами Пальмиры,"«Исламское государство» (ИГ) опубликовало фотографии с нетронутыми руинами Пальмиры в Сирии. Этот древний город джихадисты захватили в середине мая, и многие боялись, что нетерпимые к памятникам доисламской эпохи фанатики уничтожат их. Об этом сообщает Reuters. В агентстве не смогли подтвердить подлинность снимков. В то же время, по свидетельствам активистов, которые поддерживают связь с местным населением, с момента захвата Пальмиры боевиками памятники Всемирного наследия ЮНЕСКО остаются нетронутыми. На фотографиях видны амфитеатр с флагом ИГ, колонны и арки. Кроме того, на снимках запечатлена местная тюрьма с пустыми камерами. 27 мая боевики казнили около 20 человек в римском театре, обвинив их в поддержке правительства. Исламисты пригласили на массовую экзекуцию зрителей. С момента взятия Пальмиры джихадисты казнили по меньшей мере 200 человек и взяли в плен около 600. Боевики ИГ в начале марта 2015 года уничтожили руины древнего города Хатра на севере Ирака. Этот памятник был включен в список Всемирного наследия ЮНЕСКО, как и разрушенный ими ранее иракский Нимруд. «Исламское государство» появилось в Ираке в 2006 году. К лету 2014-го боевики группировки установили контроль над частью территорий Сирии и Ирака и провозгласили халифат со столицей в Мосуле. Пальмира стала первым сирийским городом, отвоеванным боевиками ИГ у властей. Деятельность «Исламского государства» запрещена на территории России.",Мир,Конфликты,2015/05/28
https://lenta.ru/news/2015/09/05/basurin/,В ДНР сообщили о разоблачении обманного маневра украинских силовиков,"Разведывательные структуры самопровозглашенной Донецкой народной республики (ДНР) разоблачили обманный маневр вооруженных сил Украины (ВСУ) с имитацией переброски артиллерии с донецкого направления на луганское. Как сообщает «Донецкое агентство новостей», об этом заявил заместитель командующего корпусом Министерства обороны ДНР Эдуард Басурин. «Противник пытается ввести командование вооруженных сил ДНР в заблуждение. В этих целях была проведена имитация переброски на луганское направление 44-й отдельной артиллерийской бригады ВСУ. Мы следим за каждым перемещением подразделений ВСУ и знаем истинное положение всех командных пунктов и мест концентрации войск, до взвода включительно», — отметил замкомандующего корпусом. Басурин добавил, что ВСУ продолжают перегруппировку сил, концентрируя личный состав и запрещенное минскими соглашениями вооружение вдоль линии соприкосновения. Отмечается, что разведка ДНР зафиксировала очередные факты переброски к линии фронта бронетехники из Харьковской области. В частности, сосредоточение техники наблюдается в поселке Очеретино в 20 километрах от линии разграничения. Представитель Минобороны ДНР также призвал командование украинской армии отказаться от «подготовки агрессивных планов» и следовать минским соглашениям. 1 сентября Басурин обвинил ВСУ в наращивании сил под прикрытием прекращения огня. Тогда, по его словам, разведка ДНР выявила на северной окраине Песок (находится северо-западнее Донецка) танковый взвод, группы снайперов и запрещенные минскими соглашениями реактивные системы залпового огня (РСЗО) БМ-21 «Град» (калибра 122 миллиметра). Договоренности о постепенном прекращении огня на линии разграничения ко Дню знаний (1 сентября) стороны достигли 26 августа в ходе встречи Контактной группы по разрешению конфликта в Донбассе, которая прошла в Минске. Кроме этого, переговорщики решили обменяться данными об учебных заведениях на линии соприкосновения. В соответствии с соглашениями, заключенными в Минске в феврале 2015 года, в регионе действует режим прекращения огня. Несмотря на это, стороны конфликта регулярно обвиняют друг друга в ведении военных действий. С апреля 2014 года Киев проводит силовую операцию против ополченцев самопровозглашенных Донецкой и Луганской народных республик. По данным ООН, жертвами конфликта стали около 6,5 тысячи человек.",Бывший СССР,Украина,2015/09/05
